Title,Date,Volume,Issue,StartPage,EndPage,DOI
Review: The Roving Naturalist: Travel Letters of Theodosius Dobzhansky|Theodosius Dobzhansky;Bentley Glass,1982,15,1,155,156,10.2307/4330806
Evolution and the Problem of Mind: Part I. Herbert Spencer,1982,15,1,55,88,10.2307/4330801
Darwin and His Finches: The Evolution of a Legend,1982,15,1,1,53,10.2307/4330800
Maupertuis and the Eighteenth-Century Critique of Preexistence,1982,15,1,119,144,10.2307/4330803
"The Digestive and ""Circulatory"" Systems in Aristotle's Biology",1982,15,1,89,118,10.2307/4330802
Review: Evolution's Workshop: God and Science on the Galápagos Islands|Edward J. Larson,2002,35,1,179,181,10.2307/4331714
Review: Modeling Nature: Episodes in the History of Population Ecology|Sharon E. Kingsland,1986,19,2,313,314,10.2307/4330979
Alpheus Spring Packard and Cave Fauna in the Evolution Debate,1988,21,3,425,456,10.2307/4331068
Reflections on Reflections: Ecology and Evolutionary Biology,1986,19,2,303,312,10.2307/4330978
The Historical Context of Natural Selection: The Case of Patrick Matthew,1973,6,2,225,258,10.2307/4330596
The Revival of Vivisection in the Sixteenth Century,2012,46,,171,197,10.1007/s10739-012-9326-8
"The Singular Fate of Genetics in the History of French Biology, 1900-1940",1988,21,3,357,402,10.2307/4331065
"Charles Darwin on Man in the First Edition of the ""Origin of Species""",1988,21,3,403,410,10.2307/4331066
The Biometric Defense of Darwinism,1973,6,2,283,316,10.2307/4330598
"Review: Rebels, Mavericks, and Heretics in Biology|Oren Harman;Michael R. Dietrich",2009,42,1,192,194,10.2307/40271538
Review: A Genetic and Cultural Odyssey: The Life and Work of L. Luca Cavalli-Sforza|Linda Stone;Paul F. Lurquin,2006,39,4,814,816,10.2307/29737457
Review: The Privatization of the Oceans|Rögnvaldur Hannesson,2006,39,4,812,814,10.2307/29737456
Review: The Strongest Boy in the World: How Genetic Information Is Reshaping Our Lives|Philip R. Reilly,2006,39,4,810,812,10.2307/29737455
Review: Do (Not) Feed the Bears: The Fitful History of Wildlife and Tourists in Yellowstone|Alice Wondrak Biel,2006,39,4,807,810,10.2307/29737454
"Review: Monkey Farm. A History of the Yerkes Laboratories of Primate Biology, Orange Park, Florida, 1930-1965|Donald A. Dewsbury",2006,39,4,804,807,10.2307/29737453
"Review: Fit to Be Citizens? Public Health and Race in Los Angeles, 1879-1939|Natalia Molina",2006,39,4,801,804,10.2307/29737452
"Review: Evolution and ""The Sex Problem"": American Narratives during the Eclipse of Darwinism|Bert Bender",2006,39,4,799,801,10.2307/29737451
Review: A Concise History of Ornithology|Michael Walters,2006,39,4,797,799,10.2307/29737450
Review: Before Darwin: Reconciling God and Nature|Keith Thomson,2006,39,4,816,820,10.2307/29737458
Editorial: Journals under Threat: A Joint Response from HSTM Editors,2009,42,1,185,187,10.2307/40271536
Review: Raising Cane in the 'Glades: The Global Sugar Trade and the Transformation of Florida|Gail M. Hollander,2009,42,1,189,191,10.2307/40271537
“One of the Most Uniform Races of the Entire World”: Creole Eugenics and the Myth of Chilean Racial Homogeneity,2015,48,,613,639,10.1007/s10739-015-9403-x
"Book Review: Nancy Anderson and Michael R. Dietrich, eds., The Educated Eye: Visual Culture and Pedagogy in the Life Sciences.",2013,46,,159,162,10.1007/s10739-013-9351-2
"Darwin's Sublime: The Contest Between Reason and Imagination in ""On the Origin of Species""",2011,44,2,205,232,10.2307/41488401
"Poetry and Precision: Johannes Thienemann, the Bird Observatory in Rossitten and Civic Ornithology, 1900-1930",2011,44,2,171,203,10.2307/41488400
"""Culling the Herd"": Eugenics and the Conservation Movement in the United States, 1900-1940",2013,46,1,31,72,10.2307/42628761
"J. B. S. Haldane, Ernst Mayr and the Beanbag Genetics Dispute",2011,44,2,233,281,10.2307/41488402
The Myth of Disinterested Science,2011,44,2,345,355,10.2307/41488405
Review: Clearing the Coastline: The Nineteenth-Century Ecological and Cultural Transformation of Cape Cod|Matthew McKenzie,2011,44,2,361,364,10.2307/41488407
"Review: Teaching Children Science: Hands-On Nature Study in North America, 1890-1930|Sally Gregory Kohlstedt",2011,44,2,357,360,10.2307/41488406
Review: Darwinism and the Divine: Evolutionary Thought and Natural Theology|Alister E. McGrath,2011,44,2,369,372,10.2307/41488409
Review: Looking for a Few Good Males: Female Choice in Evolutionary Biology|Erika Lorraine Milam,2011,44,2,365,367,10.2307/41488408
Review: The Emergence of Bacterial Genetics|Thomas D. Brock,1992,25,2,335,336,10.2307/4331219
Darwin and Domestication: Studies on Inheritance,1992,25,2,307,333,10.2307/4331218
Review: Elton's Ecologists: A History of the Bureau of Animal Population|Peter Crowcroft,1992,25,1,171,173,10.2307/4331211
Review: The Bergsonian Controversy in France 1900-1914|R. C. Grogin,1992,25,1,168,171,10.2307/4331210
Charles Darwin's Health Problems: The Allergy Hypothesis,1992,25,2,285,306,10.2307/4331217
"From Aristotle to Darwin: Reflections on Ernst Mayr's Interpretation in ""The Growth of Biological Thought""",1992,25,2,257,284,10.2307/4331216
What Is a Mutation? Identifying Heritable Change in the Offspring of Survivors at Hiroshima and Nagasaki,1992,25,2,231,255,10.2307/4331215
Between Fact and Technique: The Beginnings of Hybridoma Technology,1992,25,2,175,230,10.2307/4331214
"Review: Die Rezeption von Evolutionstheorien im 19. Jahrhundert|Eve-Marie Engels Lightbinders ""Darwin"" CD-ROM|Pete Goldie;Michael T. Ghiselin",1999,32,1,225,229,10.2307/4331520
Editorial: Darwin Year,2009,42,1,1,2,10.2307/40271530
Michael Ruse's Design for Living,2004,37,1,25,38,10.2307/4331851
The Romantic Conception of Robert J. Richards,2004,37,1,3,23,10.2307/4331850
"The ""Evolutionary Synthesis"" of George Udny Yule",2004,37,1,73,101,10.2307/4331853
In the Cradle of Heredity; French Physicians and L'Hérédité Naturelle in the Early 19th Century,2004,37,1,39,72,10.2307/4331852
Review: Coyote at the Kitchen Door: Living with Wildlife in Suburbia|Stephen DeStefano,2010,43,2,415,417,10.2307/40802749
"Review: Choosing Selection: The Revival of Natural Selection in Anglo-American Evolutionary Biology, 1930-1970|Stephen G. Brush",2010,43,2,411,414,10.2307/40802748
Review: Genesis: The Evolution of Biology|Jan Sapp,2004,37,1,184,185,10.2307/4331857
Review: War against the Weak: Eugenics and America's Campaign to Create a Master Race|Edwin Black,2004,37,1,181,184,10.2307/4331856
Review: Experimenting with Humans and Animals: From Galen to Animal Rights|Anita Guerrini,2004,37,1,187,189,10.2307/4331859
"Review: Whose View of Life?: Embryos, Cloning and Stem Cells|Jane Maienschein",2004,37,1,186,187,10.2307/4331858
"Review: The Oyster Question: Scientists, Watermen, and the Maryland Chesapeake Bay since 1880|Christine Keiner;Paul S. Sutter",2010,43,2,407,409,10.2307/40802747
Review: Exhibit Review: Darwin the Geologist,2010,43,2,403,405,10.2307/40802746
"Toyama Kametaro and Vernon Kellogg: Silkworm Inheritance Experiments in Japan, Siam, and the United States, 1900-1912",2010,43,2,215,264,10.2307/40802741
The Role of History in Science,2010,43,2,207,214,10.2307/40802740
Regeneration: Thomas Hunt Morgan's Window into Development,2010,43,2,325,361,10.2307/40802743
"A New Insight into Sanger's Development of Sequencing: From Proteins to DNA, 1943-1977",2010,43,2,265,323,10.2307/40802742
Tantalizing Tortoises and the Darwin-Galápagos Legend,2009,42,1,3,31,10.2307/40271531
"Review: Entomology, Ecology and Agriculture: The Making of Scientific Careers in North America, 1885-1985|Paolo Palladino",1997,30,3,485,487,10.2307/4331455
"Experimental Systems and Clinical Practices: Tumor Immunology and Cancer Immunotherapy, 1895-1980",1994,27,3,403,435,10.2307/4331326
Thymectomy as an Experimental System in Immunology,1994,27,3,379,401,10.2307/4331325
"Review: Discovering Birds: The Emergence of Ornithology as a Scientific Discipline, 1760-1850|Paul Lawrence Farber",1997,30,3,487,488,10.2307/4331456
"Epidemiology, Immunology, and Yellow Fever: The Rockefeller Foundation in Brazil, 1923-1939",1997,30,3,397,417,10.2307/4331451
The Anthrax Solution: The Sverdlovsk Incident and the Resolution of a Biological Weapons Controversy,1997,30,3,441,480,10.2307/4331453
"Review: Plants, Animals, and Formulae: Natural History in the Light of Latour's Science in Action and Foucault's the Order of Things|Dirk Stemerding",1994,27,2,372,373,10.2307/4331320
Review: The Naturalist in Britain: A Social History|David Elliston Allen,1997,30,3,493,494,10.2307/4331459
"Review: The Word of God and the Languages of Man: Interpreting Nature in Modern Science and Medicine, Vol. 1: Ficino to Descartes|James J. Bono",1997,30,3,489,492,10.2307/4331458
Darwinian Overtones: Niels K. Jerne and the Origin of the Selection Theory of Antibody Formation,1994,27,3,481,529,10.2307/4331329
"""Ours Is an Engineering Approach"": Flow Cytometry and the Constitution of Human T-Cell Subsets",1994,27,3,449,479,10.2307/4331328
"The Concussion of Revolution: Publications and Reform at the Early Academy of Natural Sciences, Philadelphia, 1812-1842",1979,12,2,273,292,10.2307/4330745
Review: The Structure of Biological Science|Alexander Rosenberg,1986,19,1,161,162,10.2307/4330966
Darwin after Malthus,1979,12,2,211,230,10.2307/4330743
"Review: Building San Francisco's Parks, 1850–1930|Terence Young",2009,42,2,391,393,10.2307/40271554
"Review: Defending the Master Race: Conservation, Eugenics, and the Legacy of Madison Grant|Jonathan Peter Spiro",2009,42,2,395,397,10.2307/40271555
"From a Howling Wilderness to Howling Safaris: Science, Policy and Red Wolves in the American South",2009,42,2,325,359,10.2307/40271550
Receiving an Ancestor in the Phylogenetic Tree,2009,42,2,361,379,10.2307/40271551
Review: What I Require from Life. Writings on Science and Life from J.B.S. Haldane|Krishna Dronamraju,2009,42,2,381,385,10.2307/40271552
"Review: Fossils and Reputations. A Scientific Correspondence: Pisa, Paris, London, 1853–1857|Pietro Corsi",2009,42,2,387,389,10.2307/40271553
Review: Alexander von Humboldt Schriften: Bibliographie der selbständig erschienenen Werke|Horst Fiedler;Ulrike Leitner,2000,33,3,591,592,10.2307/4331618
"Capitalist Contexts for Darwinian Theory: Land, Finance, Industry and Empire",2009,42,3,399,416,10.2307/40271558
The Return of the Phoenix: The 1963 International Congress of Zoology and American Zoologists in the Twentieth Century,2009,42,3,417,456,10.2307/40271559
"Review: Spirits of the Air: Birds & American Indians in the South|Shepard Krech, III",2009,42,4,837,838,10.2307/25650636
"Review: William James at the Boundaries: Philosophy, Science, and the Geography of Knowledge|Francesca Bordogna",2009,42,4,833,836,10.2307/25650635
Review: Flesh and Blood: Organ Transplantation and Blood Transfusion in Twentieth-Century America|Susan E. Lederer,2009,42,4,829,832,10.2307/25650634
Review: Fresh: A Perishable History|Susanne Freidberg,2009,42,4,825,827,10.2307/25650633
Review: Galileo Goes to Jail and Other Myths about Science and Religion|Ronald L. Numbers,2009,42,4,823,824,10.2307/25650632
Review: The Paleobiological Revolution: Essays on the Growth of Modern Paleontology|David Sepkoski;Michael Ruse,2009,42,4,819,821,10.2307/25650631
"Review: The Cattell Controversy: Race, Science, and Ideology|William H. Tucker",2009,42,4,815,817,10.2307/25650630
The Reception of Eduard Buchner's Discovery of Cell-Free Fermentation,1972,5,2,327,353,10.2307/4330580
Review: Biotechnology: The University-Industrial Complex|Martin Kenney,1987,20,3,429,430,10.2307/4331030
"The Forgotten Promise of Thiamin: Merck, Caltech Biologists, and Plant Hormones in a 1930s Biotechnology Project",1999,32,2,245,261,10.2307/4331524
The Tormenting Desire for Unity,1999,32,2,385,394,10.2307/4331529
"Robert Chambers and Thomas Henry Huxley, Science Correspondents: The Popularization and Dissemination of Nineteenth Century Natural Science",1999,32,2,343,383,10.2307/4331528
"Jeffries Wyman, Philosophical Anatomy, and the Scientific Reception of Darwin in America",1988,21,1,69,94,10.2307/4331039
Darwin and Divergence: The Wallace Connection,1988,21,1,1,68,10.2307/4331038
"Review: Theories of Human Evolution: A Century of Debate, 1844-1944|Peter J. Bowler",1988,21,1,165,166,10.2307/4331043
Goethe's Morphology: Urphänomene and Aesthetic Appraisal,2002,35,2,291,328,10.2307/4331735
Neo-Lamarckism and Technique: Hans Spemann and the Development of Experimental Embryology,1988,21,1,95,118,10.2307/4331040
Mendel's Program for the Hybridization of Apple Trees,1968,1,2,219,224,10.2307/4330496
Studies of Animal Populations from Lamarck to Darwin,1968,1,2,225,259,10.2307/4330497
"Agassiz, Mendel, and Heredity",1968,1,2,179,203,10.2307/4330494
The Role of Liberty Hyde Bailey and Hugo de Vries in the Rediscovery of Mendelism,1968,1,2,205,218,10.2307/4330495
Illiger and the Biological Species Concept,1968,1,2,163,178,10.2307/4330493
First Steps in Claude Bernard's Discovery of the Glycogenic Function of the Liver,1968,1,1,141,154,10.2307/4330490
Review: Phage and the Origins of Molecular Biology|J. Cairns;G. S. Stent;J. D. Watson,1968,1,1,155,161,10.2307/4330491
"Darwin on Man in the ""Origin of Species"": An Addendum to the Bajema-Bowler Debate",1990,23,3,517,521,10.2307/4331147
The World into Which Darwin Led Simpson,1990,23,3,499,516,10.2307/4331146
"Stephen Forbes, Jacob Reighard, and the Emergence of Aquatic Ecology in the Great Lakes Region",1990,23,3,461,498,10.2307/4331145
Charles Darwin's Ill Health,1990,23,3,443,459,10.2307/4331144
Darwin's Captain: F. W. Hutton and the Nineteenth-Century Darwinian Debates,1990,23,3,411,442,10.2307/4331143
Physics and the Emergence of Molecular Biology: A History of Cognitive and Political Synergy,1990,23,3,389,409,10.2307/4331142
Reform and the Languages of Renaissance Theoretical Medicine: Harvey versus Fernel,1990,23,3,341,387,10.2307/4331141
Notes on Source Materials: The Edwin Grant Conklin Papers at Princeton University,1968,1,2,325,331,10.2307/4330499
Evolution and the Problem of Mind: Part II. John Hughlings Jackson,1982,15,2,241,262,10.2307/4330818
Engelbert Kaempfer's First Report of the Torpedo Fish of the Persian Gulf in the Late Seventeenth Century,1982,15,2,263,274,10.2307/4330819
Review: Four Anthropologists: An American Science in Its Early Years|Joan Mark,1982,15,1,158,160,10.2307/4330810
Review: L'ordre et les monstres: le débat sur l'origine des déviations anatomiques au XVIIIe siècle|Patrick Tort,1982,15,1,160,161,10.2307/4330811
Varieties as Incipient Species: Darwin's Numerical Analysis,1982,15,2,191,214,10.2307/4330816
What's in a Word? Coming to Terms in the Darwinian Revolution,1982,15,2,215,239,10.2307/4330817
"[Photograph]: An engraving of Charles Darwin by Gustav Kruell, from a photograph taken about 1854",1982,15,2,,,10.2307/4330814
Natural Theology and Nature's Disguises,1982,15,2,163,189,10.2307/4330815
Review: On Monsters and Marvels|Ambroise Paré;Janis L. Pallister,1985,18,1,159,160,10.2307/4330928
"Review: Science, God, and Nature in Victorian Canada|Carl Berger",1985,18,1,157,158,10.2307/4330926
Review: The Various Contrivances by Which Orchids Are Fertilised by Insects|Charles Darwin,1985,18,1,,,10.2307/4330927
Review: The Philosophical Naturalists: Themes in Nineteenth-Century British Biology|Philip F. Rehbock,1985,18,1,,,10.2307/4330924
Review: Evolution: The History of an Idea|Peter J. Bowler,1985,18,1,155,157,10.2307/4330925
"The History of Ecology: Achievements and Opportunities, Part Two",1985,18,1,103,143,10.2307/4330922
Ernst Mayr on the History of Biology,1985,18,1,145,153,10.2307/4330923
The Rise and Fall of Darwin's Second Theory,1985,18,1,51,70,10.2307/4330920
The Historical Bases of the Concept of Allelopathy,1985,18,1,71,102,10.2307/4330921
Ancient Hunters and Their Modern Representatives: William Sollas's (1849-1936) Anthropology from Disappointed Bridge to Trunkless Tree and the Instrumentalisation of Racial Conflict,2005,38,2,327,365,10.2307/4331947
Review: The Platypus and the Mermaid and Other Figments of the Classifying Imagination|Harriet Ritvo,1998,31,3,449,450,10.2307/4331498
Review: Controversy in Victorian Geology: The Cambrian-Silurian Dispute|James A. Secord,1988,21,1,169,170,10.2307/4331045
"William Bateson, Mendelism and Biometry",1973,6,1,1,36,10.2307/4330586
"Centers and Peripheries: The Development of British Physiology, 1870-1914",1988,21,3,473,500,10.2307/4331070
Scientific Breeding in Central Europe during the Early Nineteenth Century: Background to Mendel's Later Work,2005,38,2,239,272,10.2307/4331944
"Evolutionary Asiacentrism, Peking Man, and the Origins of␣Sinocentric Ethno-Nationalism",2014,47,,585,625,10.1007/s10739-014-9381-4
"Review: Brethren of the Net: American Entomology, 1840-1880|W. Conner Sorensen",1996,29,2,317,318,10.2307/4331396
Spermatozoan Biology from Leeuwenhoek to Spallanzani,1973,6,1,37,68,10.2307/4330587
"Review: Scaling Fisheries: The Science of Measuring the Effects of Fishing, 1855-1955|Tim D. Smith",1996,29,2,319,320,10.2307/4331397
"""Notes for Mr. Darwin"": Letters to Charles Darwin from Edward Blyth at Calcutta: A Study in the Process of Discovery",1973,6,1,69,95,10.2307/4330588
Restroom Reading,2007,40,1,179,184,10.2307/29737468
Review: Discovering Cell Mechanisms: The Creation of Modern Cell Biology|William Bechtel,2007,40,1,185,187,10.2307/29737469
Review: Geschichte der Biologie. Band 3: 17. und 18. Jahrhundert|Änne Bäumer,1998,31,3,447,449,10.2307/4331497
In Search of Mitochondrial Mechanisms: Interfield Excursions between Cell Biology and Biochemistry,2007,40,1,1,33,10.2307/29737463
"The ""Cycle of Life"" in Ecology: Sergei Vinogradskii's Soil Microbiology, 1885-1940",2007,40,1,109,145,10.2307/29737466
'A Dispassionate and Objective Effort:' Negotiating the First Study on the Biological Effects of Atomic Radiation,2007,40,1,147,177,10.2307/29737467
Styles of Reasoning in Early to Mid-Victorian Life Research: Analysis: Synthesis and Palaetiology,2007,40,1,35,69,10.2307/29737464
The Natural Sciences and the Development of Animal Morphology in Late-Victorian Cambridge,2007,40,1,71,108,10.2307/29737465
"Review: Charles Darwin: A Biography, Vol. I, Voyaging|Janet Browne",1996,29,2,314,316,10.2307/4331395
James V. Neel and Yuri E. Dubrova: Cold War Debates and the Genetic Effects of Low-Dose Radiation,2014,48,,67,98,10.1007/s10739-014-9385-0
"Review: Claude Bernard's Revised Edition of His ""Introduction a l'etude de la medecine experimentale""|Claude Bernard;Paul Cranefield",1979,12,1,,,10.2307/4330739
"Book Review: Peter Bowler, Darwin Deleted: Imagining a World Without Darwin",2014,47,,185,188,10.1007/s10739-014-9376-1
Review: Darwinism and Divinity|John Durant,1987,20,2,285,286,10.2307/4331015
"Psychobiology, Progressivism, and the Anti-Progressive Tradition",1996,29,2,267,308,10.2307/4331392
The Development of Francis Galton's Ideas on the Mechanism of Heredity,1999,32,2,263,292,10.2307/4331525
"Humboldt, Darwin, and Population",1970,3,2,325,360,10.2307/4330545
"Review: Time, Love, Memory: A Great Biologist and His Quest for the Origins of Behavior|Jonathan Weiner",1999,32,3,557,558,10.2307/4331549
Taxonomy and the Personal Equation: The Historical Fates of Charles Girard and Louis Agassiz,1999,32,3,509,555,10.2307/4331548
"A ""Second Front"" in Soviet Genetics: The International Dimension of the Lysenko Controversy, 1944-1947",1996,29,2,229,250,10.2307/4331390
Action Propre and Action Commune: The Localization of Cerebral Function,1970,3,2,213,234,10.2307/4330540
Electricity and the Nervous Fluid,1970,3,2,235,251,10.2307/4330541
"Galen: On Blood, the Pulse, and the Arteries",2007,40,2,207,230,10.2307/29737480
Separated at Birth: The Interlinked Origins of Darwin's Unconscious Selection Concept and the Application of Sexual Selection to Race,2007,40,2,231,258,10.2307/29737481
H. G. Bronn and the History of Nature,2007,40,2,259,294,10.2307/29737482
R. A. Fisher and His Advocacy of Randomization,2007,40,2,295,325,10.2307/29737483
Panpsychic Organicism: Sewall Wright's Philosophy for Understanding Complex Genetic Systems,2007,40,2,327,361,10.2307/29737484
Two New Volumes of Darwin's Work: Essay Review,2007,40,2,363,367,10.2307/29737485
Review: Linnaeus' Philosophia Botanica|Stephen Freer,2007,40,2,369,371,10.2307/29737486
Review: Jewish Tradition and the Challenge of Darwinism|Geoffrey Cantor;Marc Swetlitz,2007,40,2,371,373,10.2307/29737487
Review: The Lost Wolves of Japan|Brett L. Walker;William Cronon,2007,40,2,373,376,10.2307/29737488
Review: Reconceiving the Gene: Seymour Benzer's Adventures in Phage Genetics|Frederic Lawrence Holmes;William C. Summers,2007,40,2,376,379,10.2307/29737489
"Review: John Ray, Naturalist: His Life and Works|Charles E. Raven",1987,20,2,,,10.2307/4331016
"Ethology, Natural History, the Life Sciences, and the Problem of Place",1999,32,3,489,508,10.2307/4331547
Bionomics: Vernon Lyman Kellogg and the Defense of Darwinism,1999,32,3,465,488,10.2307/4331546
Review: The Surgical Solution: A History of Involuntary Sterilization in the United States|Philip R. Reilly,1992,25,1,164,167,10.2307/4331208
Review: Making Sex: Body and Gender from the Greeks to Freud|Thomas Laqueur,1992,25,1,167,168,10.2307/4331209
Review: Defining Biology: Lectures from the 1890s|Jane Maienschein,1987,20,2,283,284,10.2307/4331013
Unifying Biology: The Evolutionary Synthesis and Evolutionary Biology,1992,25,1,1,65,10.2307/4331201
The Rockefeller Foundation and Spectroscopy Research: The Programs at Chicago and Utrecht,1992,25,1,67,89,10.2307/4331202
"Religious Supplicant, Seductive Cannibal, or Reflex Machine? In Search of the Praying Mantis",1992,25,1,91,136,10.2307/4331203
"Darwin on Man in the ""Origin of Species"": Further Factors Considered",1992,25,1,137,147,10.2307/4331204
Portraying Molecular Biology,1992,25,1,149,155,10.2307/4331205
"Review: Transforming Traditions in American Biology, 1880-1915|Jane Maienschein",1992,25,1,157,162,10.2307/4331206
"Review: The Nature Fakers: Wildlife, Science, and Sentiment|Ralph H. Lutts",1992,25,1,162,164,10.2307/4331207
"Review: New Worlds, New Animals: From Menagerie to Zoological Park in the Nineteenth Century|R. J. Hoage;William A. Deiss",1997,30,1,137,138,10.2307/4331424
Review: The Temptations of Evolutionary Ethics|Paul Lawrence Faber,1997,30,1,138,140,10.2307/4331425
Review: Do Lemmings Commit Suicide? Beautiful Hypotheses and Ugly Facts|Dennis Chitty,1997,30,1,140,142,10.2307/4331426
Review: Im/Partial Science: Gender Ideology in Molecular Biology|Bonnie B. Spainer,1997,30,1,142,144,10.2307/4331427
Converging Images: Techniques of Intervention and Forms of Representation of Sodium-Channel Proteins in Nerve Cell Membranes,1997,30,1,55,89,10.2307/4331420
"Review: Civilizing Natures: Race, Resources, and Modernity in Colonial South India|Kavita Philip",2005,38,1,179,181,10.2307/4331937
"Louis Agassiz's Arguments against Darwinism in His Additions to the French Translation of the ""Essay on Classification""",1997,30,1,121,134,10.2307/4331422
"Proximity to Seacoast: G. W. Field and the Marine Laboratory at Point Judith Pond, Rhode Island, 1896-1900",1996,29,2,251,265,10.2307/4331391
Heritage of the Romantic Philosophy in Post-Linnaean Botany Reichenbach's Reception of Goethe's Metamorphosis of Plants as a Methodological and Philosophical Framework,2011,44,2,283,304,10.2307/41488403
Review: Landscapes and Labscapes: Exploring the Lab-Field Border in Biology|Robert E. Kohler,2003,36,3,599,601,10.2307/4331833
"Review: The Life of a Virus: Tobacco Mosaic Virus as an Experimental Model, 1930-1965|Angela N. H. Creager",2003,36,1,197,199,10.2307/4331784
Building Biology across the Atlantic,2003,36,3,579,589,10.2307/4331831
Lysenko Affair and Polish Botany,2011,44,2,305,343,10.2307/41488404
Review: Correspondence: Karl Ernst Von Baer (1792-1876): Anton Dohrn (1840-1909)|Christiane Groeben,1997,30,2,314,315,10.2307/4331442
"From Microsomes to Ribosomes: ""Strategies"" of ""Representation""",1995,28,1,49,89,10.2307/4331335
Courtship and Continued Progress: Julian Huxley's Studies on Bird Behavior,1995,28,1,91,108,10.2307/4331336
"Competition, the Division of Labor, and Darwin's Principle of Divergence",1995,28,1,109,131,10.2307/4331337
Introduction: Historiographic Issues,1997,30,3,317,320,10.2307/4331446
Toward an Unnatural History of Immunology,1994,27,3,575,594,10.2307/4331331
Review: Henry Fairfield Osborn: Race and the Search for the Origins of Man|Brian Regal,2003,36,3,608,610,10.2307/4331837
Romana's Sign,1997,30,3,357,366,10.2307/4331448
"Technology, Clinical Studies, and Control in the Field of Organ Transplantation",1997,30,3,367,379,10.2307/4331449
H. J. Muller and R. A. Fisher on the Evolutionary Significance of Sex,1995,28,1,133,149,10.2307/4331338
Museums: Revisiting Sites in the History of the Natural Sciences,1995,28,1,151,166,10.2307/4331339
Moral Fibre: The Negotiation of Microscopic Facts in Victorian Britain,2003,36,1,39,85,10.2307/4331780
“They Sweat for Science”: The Harvard Fatigue Laboratory and Self-Experimentation in American Exercise Physiology,2014,48,,425,454,10.1007/s10739-014-9387-y
The Making of a Memory Mechanism,2003,36,1,153,195,10.2307/4331783
Review: The Botanists: A History of the Botanical Society of the British Isles through a Hundred and Fifty Years|David Elliston Allen,1988,21,2,352,353,10.2307/4331058
"The Reactions on Hugo de Vries's ""Intracellular Pangenesis""; The Discussion with August Weismann",2003,36,1,119,152,10.2307/4331782
The Monstering of Tamarisk: How Scientists Made a Plant into a Problem,2009,42,2,231,266,10.2307/40271547
Controlling Life: From Jacques Loeb to Regenerative Medicine,2009,42,2,215,230,10.2307/40271546
Introduction: Remembering Phil,2009,42,2,205,214,10.2307/40271545
"Review: Meat, Modernity, and the Rise of the Slaughterhouse|Paula Young Lee",2009,42,1,201,203,10.2307/40271542
Review: Darwin's Illness|Ralph Colp Jr.,2009,42,1,198,201,10.2307/40271541
Review: A Guinea Pig's History of Biology|Jim Endersby,2009,42,1,197,198,10.2307/40271540
Frits Went's Atomic Age Greenhouse: The Changing Labscape on the Lab-Field Border,2009,42,2,289,324,10.2307/40271549
Dragons in Distress: Naturalists as Bioactivists in the Campaign to Save the American Alligator,2009,42,2,267,288,10.2307/40271548
"Review: Veterinary Pathology in Russia, 1860-1930|Leon K. Saunders",1981,14,2,359,361,10.2307/4330795
Review: Vier Jahrzehnte Miterlebte Genetik|Hans Kappert;Wolfgang Horn;Günter Wricke,1981,14,2,358,359,10.2307/4330794
"Review: Cahiers d'Histoire et de Philosophie des Sciences, 3",1981,14,2,361,362,10.2307/4330796
Review: A History of Microtechnique|Brian Bracegirdle,1981,14,2,,,10.2307/4330791
"The J. H. B. Archive Report: The Papers of Harry Hamilton Laughlin, Eugenicist",1981,14,2,339,353,10.2307/4330790
"Review: Paul Broca: Founder of French Anthropology, Explorer of the Brain|Francis Schiller",1981,14,2,357,358,10.2307/4330793
"Review: The Death of Nature: Women, Ecology, and Scientific Revolution|Carolyn Merchant",1981,14,2,356,357,10.2307/4330792
"[Photograph]: Charles Darwin in 1840 (at age thirty-one), drawn by George Richmond",1982,15,1,,,10.2307/4330799
"Darwin, Malthus, and Selection",1971,4,1,209,217,10.2307/4330556
USSR: Current Activities in the History of Physiology and Psychology,1971,4,1,185,208,10.2307/4330555
Haldane and Huxley: The First Appraisals,1971,4,1,171,183,10.2307/4330554
"An Unacknowledged Founding of Molecular Biology: H. J. Muller's Contributions to Gene Theory, 1910-1936",1971,4,1,149,170,10.2307/4330553
Schrödinger's Problem: What Is Life?,1971,4,1,119,148,10.2307/4330552
Notes on Source Materials: The L. J. Henderson Papers at Harvard,1971,4,1,115,118,10.2307/4330551
Organismic and Holistic Concepts in the Thought of L. J. Henderson,1971,4,1,63,113,10.2307/4330550
Review: Natural Eloquence: Women Reinscribe Science|Barbara T. Gates;Anne B. Shteir,1999,32,2,411,413,10.2307/4331536
Review: Darwin's Struggle for Survival: Heredity and the Hypothesis of Natural Selection|Jean Gayon;Matthew Cobb,1999,32,2,413,415,10.2307/4331537
Review: The European Origins of Scientific Ecology (1800-1901)|Pascal Acot;B. P. Hamm,1999,32,2,405,407,10.2307/4331534
"Review: Geschichte der Biologie: Theorien Methoden, Institutionen, Kurzbiographien|Ilse Jahn",1999,32,2,407,410,10.2307/4331535
"Review: Private Science: Biotechnology and the Rise of the Molecular Sciences|Arnold Thackray Molecularizing Biology and Medicine: New Practices and Alliances, 1910s-1970s|Soraya de Chadarevian;Harmke Kamminga",1999,32,2,399,402,10.2307/4331532
Review: Moving Questions: A History of Membrane Transport and Bioenergetics|Joseph D. Robinson High Life: A History of High-Altitude Physiology and Medicine|John B. West,1999,32,2,402,405,10.2307/4331533
